date,sise,trading
2013.09.04,4665 ,321462 
2013.09.05,4665 ,58357 
2013.09.06,4535 ,65980 
2013.09.09,4525 ,52198 
2013.09.10,4785 ,375438 
2013.09.11,5020 ,762820 
2013.09.12,4880 ,312991 
2013.09.13,4750 ,131628 
2013.09.16,4900 ,134387 
2013.09.17,4765 ,100069 
2013.09.23,4880 ,78293 
2013.09.24,4800 ,100589 
2013.09.25,5180 ,195956 
2013.09.26,5100 ,744936 
2013.09.27,5220 ,180999 
2013.09.30,4910 ,190776 
2013.10.01,4900 ,153914 
2013.10.02,4875 ,130967 
2013.10.04,4825 ,96814 
2013.10.07,4935 ,199100 
2013.10.08,4830 ,100933 
2013.10.10,4660 ,128843 
2013.10.11,4765 ,181435 
2013.10.14,5060 ,1008138 
2013.10.15,4910 ,267012 
2013.10.16,4810 ,269469 
2013.10.17,4935 ,308735 
2013.10.18,4840 ,153055 
2013.10.21,4800 ,90889 
2013.10.22,4800 ,99068 
2013.10.23,4740 ,124940 
2013.10.24,4730 ,97766 
2013.10.25,4700 ,77374 
2013.10.28,4620 ,91163 
2013.10.29,4510 ,136885 
2013.10.30,4530 ,82535 
2013.10.31,4450 ,111244 
2013.11.01,4415 ,163947 
2013.11.04,4360 ,90976 
2013.11.05,4200 ,158985 
2013.11.06,4220 ,119577 
2013.11.07,4250 ,99621 
2013.11.08,4265 ,57354 
2013.11.11,4115 ,118372 
2013.11.12,4045 ,108041 
2013.11.13,3870 ,333295 
2013.11.14,3715 ,536224 
2013.11.15,3790 ,171160 
2013.11.18,3810 ,104098 
2013.11.19,3700 ,106555 
2013.11.20,3595 ,198432 
2013.11.21,3600 ,98628 
2013.11.22,3625 ,63392 
2013.11.25,3635 ,64699 
2013.11.26,3610 ,58169 
2013.11.27,3640 ,104690 
2013.11.28,3740 ,114797 
2013.11.29,3775 ,104321 
2013.12.02,3790 ,87977 
2013.12.03,3580 ,127116 
2013.12.04,3540 ,93108 
2013.12.05,3450 ,89336 
2013.12.06,3485 ,95642 
2013.12.09,3460 ,69415 
2013.12.10,3325 ,141433 
2013.12.11,2830 ,546973 
2013.12.12,2410 ,3442560 
2013.12.13,2245 ,1308174 
2013.12.16,2320 ,978184 
2013.12.17,2610 ,2471540 
2013.12.18,2540 ,2428754 
2013.12.19,2515 ,485175 
2013.12.20,2560 ,1766125 
2013.12.23,2620 ,516911 
2013.12.24,2670 ,285681 
2013.12.26,2600 ,199399 
2013.12.27,2675 ,295516 
2013.12.30,2530 ,204573 
2014.01.02,2620 ,159649 
2014.01.03,2605 ,159195 
2014.01.06,2605 ,179272 
2014.01.07,2695 ,218717 
2014.01.08,2675 ,129738 
2014.01.09,2680 ,187791 
2014.01.10,2650 ,162176 
2014.01.13,2695 ,139481 
2014.01.14,2655 ,169138 
2014.01.15,2650 ,121547 
2014.01.16,2790 ,814732 
2014.01.17,2775 ,335511 
2014.01.20,2720 ,168271 
2014.01.21,2810 ,183433 
2014.01.22,2750 ,129857 
2014.01.23,2720 ,125305 
2014.01.24,2685 ,206589 
2014.01.27,2565 ,185874 
2014.01.28,2500 ,218655 
2014.01.29,2540 ,74015 
2014.02.03,2460 ,79626 
2014.02.04,2375 ,112821 
2014.02.05,2390 ,83672 
2014.02.06,2340 ,144130 
2014.02.07,2200 ,272017 
2014.02.10,2335 ,755408 
2014.02.11,2260 ,199005 
2014.02.12,2200 ,225346 
2014.02.13,2275 ,338767 
2014.02.14,1935 ,526900 
2014.02.17,1645 ,1958888 
2014.02.18,1700 ,1362980 
2014.02.19,1710 ,590575 
2014.02.20,1730 ,534407 
2014.02.21,1710 ,313783 
2014.02.24,1760 ,287715 
2014.02.25,1735 ,216817 
2014.02.26,1765 ,382032 
2014.02.27,1750 ,338127 
2014.02.28,1715 ,227171 
2014.03.03,1660 ,200865 
2014.03.04,1750 ,341579 
2014.03.05,2010 ,1847976 
2014.03.06,2195 ,2921109 
2014.03.07,2230 ,1589966 
2014.03.10,2040 ,1116963 
2014.03.11,2180 ,2125835 
2014.03.12,2180 ,1309823 
2014.03.13,2115 ,895349 
2014.03.14,2000 ,623314 
2014.03.17,1925 ,452845 
2014.03.18,1895 ,508476 
2014.03.19,1970 ,497850 
2014.03.20,1935 ,284985 
2014.03.21,1645 ,1265510 
2014.03.24,1890 ,273501 
2014.03.25,2170 ,240983 
2014.03.26,2170 ,873463 
2014.03.27,2075 ,274851 
2014.03.28,2150 ,287584 
2014.03.31,2000 ,229490 
2014.04.01,2005 ,162267 
2014.04.02,1940 ,187089 
2014.04.03,2030 ,247341 
2014.04.04,2080 ,184373 
2014.04.07,2075 ,120771 
2014.04.08,2095 ,153745 
2014.04.09,2130 ,199481 
2014.04.10,2195 ,189469 
2014.04.11,2200 ,72347 
2014.04.14,2200 ,109414 
2014.04.15,2190 ,79086 
2014.04.16,2205 ,69275 
2014.04.17,2235 ,84415 
2014.04.18,2225 ,56129 
2014.04.21,2205 ,96482 
2014.04.22,2160 ,67423 
2014.04.23,2160 ,85566 
2014.04.24,2140 ,55107 
2014.04.25,2055 ,65056 
2014.04.28,2055 ,58080 
2014.04.29,2045 ,38523 
2014.04.30,2055 ,90842 
2014.05.02,2050 ,55940 
2014.05.07,2035 ,39662 
2014.05.08,1960 ,235723 
2014.05.09,2100 ,94960 
2014.05.12,2150 ,60973 
2014.05.13,2100 ,40669 
2014.05.14,2080 ,13633 
2014.05.15,2030 ,76642 
2014.05.16,2190 ,87230 
2014.05.19,2145 ,53921 
2014.05.20,2145 ,66879 
2014.05.21,2200 ,69733 
2014.05.22,2140 ,44856 
2014.05.23,2100 ,51230 
2014.05.26,2075 ,55197 
2014.05.27,2100 ,40389 
2014.05.28,2120 ,42170 
2014.05.29,2125 ,25077 
2014.05.30,1810 ,154596 
2014.06.02,1900 ,252930 
2014.06.03,1915 ,72436 
2014.06.05,1950 ,55750 
2014.06.09,2055 ,72125 
2014.06.10,2065 ,44409 
2014.06.11,2065 ,24633 
2014.06.12,2065 ,35646 
2014.06.13,2105 ,67119 
2014.06.16,2160 ,59373 
2014.06.17,2200 ,50874 
2014.06.18,2210 ,74103 
2014.06.19,2235 ,52735 
2014.06.20,2380 ,196382 
2014.06.23,2660 ,220483 
2014.06.24,2660 ,290701 
2014.06.25,2630 ,211415 
2014.06.26,2525 ,157965 
2014.06.27,2890 ,401842 
2014.06.30,2820 ,114424 
2014.07.01,3000 ,185124 
2014.07.02,2950 ,127908 
2014.07.03,2920 ,65720 
2014.07.04,2920 ,48604 
2014.07.07,2950 ,55591 
2014.07.08,2900 ,138141 
2014.07.09,2900 ,31037 
2014.07.10,2990 ,86357 
2014.07.11,3000 ,51091 
2014.07.14,2980 ,31545 
2014.07.15,2980 ,37844 
2014.07.16,2950 ,43671 
2014.07.17,2900 ,54370 
2014.07.18,2915 ,16554 
2014.07.21,2930 ,46993 
2014.07.22,2835 ,51668 
2014.07.23,2805 ,66031 
2014.07.24,2700 ,102266 
2014.07.25,2795 ,179820 
2014.07.28,2750 ,68567 
2014.07.29,3000 ,170514 
2014.07.30,2825 ,142706 
2014.07.31,2825 ,47431 
2014.08.01,2790 ,34561 
2014.08.04,2760 ,57099 
2014.08.05,2785 ,39165 
2014.08.06,2735 ,54143 
2014.08.07,2740 ,28790 
2014.08.08,2780 ,46480 
2014.08.11,2900 ,62458 
2014.08.12,2875 ,39332 
2014.08.13,2795 ,76587 
2014.08.14,2890 ,40461 
2014.08.18,2855 ,43786 
2014.08.19,2795 ,58455 
2014.08.20,2770 ,46245 
2014.08.21,2775 ,40783 
2014.08.22,2970 ,86601 
2014.08.25,2985 ,139743 
2014.08.26,2985 ,51033 
2014.08.27,3195 ,289157 
2014.08.28,3015 ,182191 
2014.08.29,2920 ,102164 
2014.09.01,2985 ,76840 
2014.09.02,2940 ,47719 
2014.09.03,2905 ,36838 
2014.09.04,2840 ,43749 
2014.09.05,2840 ,54956 
2014.09.11,2875 ,40388 
2014.09.12,2830 ,87909 
2014.09.15,2755 ,40703 
2014.09.16,2710 ,75512 
2014.09.17,2645 ,71204 
2014.09.18,2655 ,32985 
2014.09.19,2670 ,49292 
2014.09.22,2655 ,30012 
2014.09.23,2585 ,62224 
2014.09.24,2580 ,47063 
2014.09.25,2490 ,95305 
2014.09.26,2460 ,105716 
2014.09.29,2640 ,81757 
2014.09.30,2660 ,49373 
2014.10.01,2575 ,32731 
2014.10.02,2580 ,29664 
2014.10.06,2680 ,57199 
2014.10.07,2800 ,84407 
2014.10.08,2840 ,44658 
2014.10.10,2805 ,38477 
2014.10.13,2730 ,44705 
2014.10.14,2800 ,35376 
2014.10.15,2815 ,72751 
2014.10.16,2810 ,26435 
2014.10.17,2780 ,39132 
2014.10.20,2745 ,41733 
2014.10.21,2700 ,32477 
2014.10.22,2700 ,31211 
2014.10.23,2650 ,41031 
2014.10.24,2595 ,41250 
2014.10.27,2600 ,23052 
2014.10.28,2665 ,50082 
2014.10.29,2720 ,19379 
2014.10.30,2700 ,18314 
2014.10.31,2715 ,19158 
2014.11.03,2700 ,24276 
2014.11.04,2635 ,31229 
2014.11.05,2635 ,26004 
2014.11.06,2695 ,30661 
2014.11.07,2800 ,39152 
2014.11.10,2885 ,55226 
2014.11.11,2870 ,47286 
2014.11.12,2910 ,94719 
2014.11.13,3005 ,74209 
2014.11.14,2955 ,59952 
2014.11.17,2945 ,52262 
2014.11.18,2930 ,14072 
2014.11.19,2860 ,60670 
2014.11.20,2885 ,29805 
2014.11.21,2900 ,59906 
2014.11.24,3060 ,250379 
2014.11.25,2890 ,669289 
2014.11.26,2800 ,166230 
2014.11.27,2800 ,120221 
2014.11.28,2735 ,100474 
2014.12.01,2710 ,69154 
2014.12.02,2640 ,91318 
2014.12.03,2650 ,39904 
2014.12.04,2650 ,49851 
2014.12.05,2400 ,581979 
2014.12.08,2480 ,71952 
2014.12.09,2365 ,95666 
2014.12.10,2500 ,54449 
2014.12.11,2500 ,96595 
2014.12.12,2430 ,60243 
2014.12.15,2380 ,38749 
2014.12.16,2415 ,37574 
2014.12.17,2400 ,25071 
2014.12.18,2380 ,57337 
2014.12.19,2390 ,27306 
2014.12.22,2480 ,42637 
2014.12.23,2440 ,28083 
2014.12.24,2490 ,23895 
2014.12.26,2600 ,54742 
2014.12.29,2615 ,44024 
2014.12.30,2630 ,27661 
2015.01.02,2600 ,32809 
2015.01.05,2490 ,34395 
2015.01.06,2410 ,76225 
2015.01.07,2470 ,52048 
2015.01.08,2440 ,28693 
2015.01.09,2440 ,47796 
2015.01.12,2420 ,49721 
2015.01.13,2400 ,56286 
2015.01.14,2410 ,20796 
2015.01.15,2395 ,42682 
2015.01.16,2300 ,48400 
2015.01.19,2330 ,37139 
2015.01.20,2330 ,12842 
2015.01.21,2335 ,25878 
2015.01.22,2300 ,53061 
2015.01.23,2280 ,51012 
2015.01.26,2250 ,69204 
2015.01.27,2240 ,35146 
2015.01.28,2495 ,157160 
2015.01.29,2500 ,38514 
2015.01.30,2475 ,25921 
2015.02.02,2620 ,92377 
2015.02.03,2610 ,52982 
2015.02.04,2640 ,33483 
2015.02.05,2665 ,63221 
2015.02.06,2660 ,42869 
2015.02.09,2655 ,679620 
2015.02.10,2480 ,212050 
2015.02.11,2440 ,117038 
2015.02.12,2470 ,99780 
2015.02.13,2470 ,107146 
2015.02.16,2495 ,81484 
2015.02.17,2495 ,65488 
2015.02.23,2450 ,31037 
2015.02.24,2405 ,78549 
2015.02.25,2400 ,48644 
2015.02.26,2490 ,144828 
2015.02.27,2460 ,54189 
2015.03.02,2480 ,50805 
2015.03.03,2685 ,599000 
2015.03.04,2700 ,291590 
2015.03.05,2720 ,93135 
2015.03.06,2850 ,288411 
2015.03.09,3080 ,430932 
2015.03.10,3020 ,160209 
2015.03.11,2955 ,116373 
2015.03.12,3055 ,189459 
2015.03.13,3110 ,167797 
2015.03.16,3095 ,188207 
2015.03.17,3260 ,443878 
2015.03.18,3745 ,1087459 
2015.03.19,3635 ,860340 
2015.03.20,3430 ,1526736 
2015.03.23,3215 ,689315 
2015.03.24,3180 ,276236 
2015.03.25,3165 ,187028 
2015.03.26,3085 ,192494 
2015.03.27,3150 ,275178 
2015.03.30,3055 ,121208 
2015.03.31,2970 ,243972 
2015.04.01,2975 ,120442 
2015.04.02,2895 ,205535 
2015.04.03,2970 ,128426 
2015.04.06,3035 ,134725 
2015.04.07,3000 ,87489 
2015.04.08,3165 ,201085 
2015.04.09,3135 ,118773 
2015.04.10,3050 ,120806 
2015.04.13,2965 ,181392 
2015.04.14,2990 ,116457 
2015.04.15,2980 ,108532 
2015.04.16,2970 ,113640 
2015.04.17,2970 ,116267 
2015.04.20,3050 ,355393 
2015.04.21,3035 ,141449 
2015.04.22,2960 ,274202 
2015.04.23,2945 ,180750 
2015.04.24,2930 ,82335 
2015.04.27,2975 ,461952 
2015.04.28,2910 ,155737 
2015.04.29,3040 ,976634 
2015.04.30,2930 ,230002 
2015.05.04,2870 ,168586 
2015.05.06,2735 ,198000 
2015.05.07,2700 ,101008 
2015.05.08,2770 ,45551 
2015.05.11,2800 ,61680 
2015.05.12,2740 ,106950 
2015.05.13,2785 ,78800 
2015.05.14,2750 ,78431 
2015.05.15,2705 ,102854 
2015.05.18,2570 ,180094 
2015.05.19,2595 ,122458 
2015.05.20,2550 ,166947 
2015.05.21,2515 ,83679 
2015.05.22,2535 ,62754 
2015.05.26,2440 ,128726 
2015.05.27,2415 ,113104 
2015.05.28,2475 ,94091 
2015.05.29,2440 ,84829 
2015.06.01,2375 ,73267 
2015.06.02,2315 ,224134 
2015.06.03,2645 ,232673 
2015.06.04,2645 ,454764 
2015.06.05,2740 ,190283 
2015.06.08,2715 ,348009 
2015.06.09,2695 ,183759 
2015.06.10,2815 ,272789 
2015.06.11,2790 ,138331 
2015.06.12,2705 ,83051 
2015.06.15,2620 ,168862 
2015.06.16,2580 ,129761 
2015.06.17,2625 ,51543 
2015.06.18,2665 ,87001 
2015.06.19,2735 ,156622 
2015.06.22,2650 ,66214 
2015.06.23,2670 ,48721 
2015.06.24,2640 ,28444 
2015.06.25,2600 ,66928 
2015.06.26,2550 ,138529 
2015.06.29,2445 ,79933 
2015.06.30,2580 ,65047 
2015.07.01,2535 ,44673 
2015.07.02,2590 ,87817 
2015.07.03,2570 ,117031 
2015.07.06,2445 ,97549 
2015.07.07,2365 ,156591 
2015.07.08,2380 ,120271 
2015.07.09,2370 ,87429 
2015.07.10,2455 ,114310 
2015.07.13,2490 ,56191 
2015.07.14,2465 ,41704 
2015.07.15,2485 ,62940 
2015.07.16,2570 ,100707 
2015.07.17,2550 ,73038 
2015.07.20,2535 ,71111 
2015.07.21,2580 ,79667 
2015.07.22,2535 ,42299 
2015.07.23,2520 ,50089 
2015.07.24,2435 ,93022 
2015.07.27,2410 ,59997 
2015.07.28,2355 ,109315 
2015.07.29,2340 ,38807 
2015.07.30,2325 ,72323 
2015.07.31,2350 ,40457 
2015.08.03,2400 ,70732 
2015.08.04,2395 ,30865 
2015.08.05,2395 ,27537 
2015.08.06,2350 ,49113 
2015.08.07,2295 ,74837 
2015.08.10,2340 ,55105 
2015.08.11,2300 ,43732 
2015.08.12,2290 ,105917 
2015.08.13,2270 ,57227 
2015.08.17,2260 ,49510 
2015.08.18,2160 ,96152 
2015.08.19,2120 ,89529 
2015.08.20,2030 ,47433 
2015.08.21,1840 ,160233 
2015.08.24,1800 ,64246 
2015.08.25,1900 ,48499 
2015.08.26,2065 ,160393 
2015.08.27,2095 ,49573 
2015.08.28,2095 ,41746 
2015.08.31,2090 ,12907 
2015.09.01,2065 ,35331 
2015.09.02,2060 ,11676 
2015.09.03,2060 ,11043 
2015.09.04,1985 ,38390 
2015.09.07,1990 ,25275 
2015.09.08,1980 ,58079 
2015.09.09,1990 ,21295 
2015.09.10,1990 ,19160 
2015.09.11,2030 ,44834 
2015.09.14,2005 ,33627 
2015.09.15,2025 ,15306 
2015.09.16,2020 ,25443 
2015.09.17,2060 ,65203 
2015.09.18,2085 ,81481 
2015.09.21,2065 ,46244 
2015.09.22,2205 ,554953 
2015.09.23,2155 ,89639 
2015.09.24,2180 ,38750 
2015.09.25,2035 ,220855 
2015.09.30,2085 ,39929 
2015.10.01,2075 ,43746 
2015.10.02,2125 ,84859 
2015.10.05,2215 ,114726 
2015.10.06,2230 ,174160 
2015.10.07,2255 ,92407 
2015.10.08,2320 ,226374 
2015.10.12,2310 ,81503 
2015.10.13,2250 ,154050 
2015.10.14,2260 ,88006 
2015.10.15,2230 ,49400 
2015.10.16,2265 ,31795 
2015.10.19,2285 ,51409 
2015.10.20,2290 ,28034 
2015.10.21,2345 ,420742 
2015.10.22,2290 ,88525 
2015.10.23,2295 ,55113 
2015.10.26,2285 ,82176 
2015.10.27,2305 ,93253 
2015.10.28,2390 ,239918 
2015.10.29,2420 ,216003 
2015.10.30,2180 ,349600 
2015.11.02,2100 ,94216 
2015.11.03,2170 ,60165 
2015.11.04,2165 ,31986 
2015.11.05,2200 ,68466 
2015.11.06,2210 ,52326 
2015.11.09,2180 ,55546 
2015.11.10,2195 ,57673 
2015.11.11,2180 ,27975 
2015.11.12,2155 ,40824 
2015.11.13,2085 ,50974 
2015.11.16,2080 ,40905 
2015.11.17,2075 ,32499 
2015.11.18,2060 ,175176 
2015.11.19,1980 ,129720 
2015.11.20,2015 ,85183 
2015.11.23,1950 ,167355 
2015.11.24,1885 ,197253 
2015.11.25,1870 ,118763 
2015.11.26,1830 ,104430 
2015.11.27,1845 ,113656 
2015.11.30,1815 ,84571 
2015.12.01,1810 ,169177 
2015.12.02,1810 ,258171 
2015.12.03,1680 ,327283 
2015.12.04,1715 ,1377861 
2015.12.07,1800 ,516370 
2015.12.08,1800 ,234098 
2015.12.09,1775 ,118357 
2015.12.10,1650 ,116136 
2015.12.11,1720 ,72120 
2015.12.14,1785 ,755761 
2015.12.15,1750 ,212356 
2015.12.16,1840 ,449067 
2015.12.17,1860 ,291209 
2015.12.18,1855 ,202831 
2015.12.21,1840 ,148351 
2015.12.22,1925 ,280650 
2015.12.23,1570 ,4175663 
2015.12.24,1535 ,1138519 
2015.12.28,1490 ,1093933 
2015.12.29,1445 ,1242330 
2015.12.30,1475 ,1112508 
2016.01.04,1475 ,468735 
2016.01.05,1490 ,300852 
2016.01.06,1490 ,373415 
2016.01.07,1460 ,361516 
2016.01.08,1465 ,395169 
2016.01.11,1445 ,188596 
2016.01.12,1475 ,1009425 
2016.01.13,1470 ,363433 
2016.01.14,1470 ,355438 
2016.01.15,1490 ,331526 
2016.01.18,1475 ,336952 
2016.01.19,1450 ,255941 
2016.01.20,1445 ,349893 
2016.01.21,1425 ,166780 
2016.01.22,1465 ,170177 
2016.01.25,1510 ,492105 
2016.01.26,1500 ,199542 
2016.01.27,1490 ,140345 
2016.01.28,1480 ,179573 
2016.01.29,1475 ,186952 
2016.02.01,1470 ,224968 
2016.02.02,1440 ,265660 
2016.02.03,1435 ,111390 
2016.02.04,1470 ,204725 
2016.02.05,1480 ,159922 
2016.02.11,1440 ,268143 
2016.02.12,1365 ,377812 
2016.02.15,1390 ,205827 
2016.02.16,1420 ,128057 
2016.02.17,1405 ,111294 
2016.02.18,1435 ,99484 
2016.02.19,1440 ,143059 
2016.02.22,1445 ,182825 
2016.02.23,1465 ,411936 
2016.02.24,1445 ,143917 
2016.02.25,1440 ,289319 
2016.02.26,1465 ,178512 
2016.02.29,1480 ,218704 
2016.03.02,1465 ,229632 
2016.03.03,1475 ,293261 
2016.03.04,1570 ,1823256 
2016.03.07,1585 ,449637 
2016.03.08,1630 ,721260 
2016.03.09,1600 ,398886 
2016.03.10,1580 ,194081 
2016.03.11,1570 ,248513 
2016.03.14,1540 ,170000 
2016.03.15,1560 ,280403 
2016.03.16,1625 ,774757 
2016.03.17,1645 ,426878 
2016.03.18,1610 ,286971 
2016.03.21,1575 ,246571 
2016.03.22,1590 ,180614 
2016.03.23,1575 ,213183 
2016.03.24,1550 ,185852 
2016.03.25,1540 ,241148 
2016.03.28,1510 ,176296 
2016.03.29,1530 ,285398 
2016.03.30,1560 ,219265 
2016.03.31,1530 ,146104 
2016.04.01,1530 ,142120 
2016.04.04,1535 ,73615 
2016.04.05,1520 ,200335 
2016.04.06,1515 ,147845 
2016.04.07,1540 ,739619 
2016.04.08,1550 ,164172 
2016.04.11,1580 ,368049 
2016.04.12,1650 ,792009 
2016.04.14,1690 ,1210925 
2016.04.15,1675 ,864188 
2016.04.18,1720 ,4155910 
2016.04.19,1655 ,816568 
2016.04.20,1635 ,495203 
2016.04.21,1585 ,630088 
2016.04.22,1600 ,375768 
2016.04.25,1580 ,348548 
2016.04.26,1625 ,409277 
2016.04.27,1630 ,311674 
2016.04.28,1680 ,666705 
2016.04.29,1660 ,253732 
2016.05.02,1610 ,309159 
2016.05.03,1685 ,2000220 
2016.05.04,1655 ,374652 
2016.05.09,1750 ,1386055 
2016.05.10,1740 ,426006 
2016.05.11,1730 ,335015 
2016.05.12,1705 ,191778 
2016.05.13,1695 ,185083 
2016.05.16,1650 ,341175 
2016.05.17,1655 ,220503 
2016.05.18,1600 ,347852 
2016.05.19,1595 ,157413 
2016.05.20,1610 ,151263 
2016.05.23,1625 ,339089 
2016.05.24,1635 ,225307 
2016.05.25,1605 ,252330 
2016.05.26,1610 ,126920 
2016.05.27,1640 ,465943 
2016.05.30,1630 ,174546 
2016.05.31,1640 ,149921 
2016.06.01,1620 ,257636 
2016.06.02,1595 ,225343 
2016.06.03,1615 ,226889 
2016.06.07,1640 ,260132 
2016.06.08,1665 ,355170 
2016.06.09,1645 ,249555 
2016.06.10,1625 ,264780 
2016.06.13,1625 ,142069 
2016.06.14,1625 ,182848 
2016.06.15,1720 ,722307 
2016.06.16,1645 ,611058 
2016.06.17,1655 ,483131 
2016.06.20,1715 ,674864 
2016.06.21,1870 ,4176079 
2016.06.22,1880 ,1441955 
2016.06.23,1905 ,1167244 
2016.06.24,1730 ,1469222 
2016.06.27,1780 ,559790 
2016.06.28,1790 ,382110 
2016.06.29,1840 ,631946 
2016.06.30,1835 ,443783 
2016.07.01,1840 ,266363 
2016.07.04,1850 ,452048 
2016.07.05,1940 ,6775411 
2016.07.06,1875 ,3893761 
2016.07.07,1890 ,662886 
2016.07.08,1840 ,1559983 
2016.07.11,1845 ,441179 
2016.07.12,1850 ,300212 
2016.07.13,1800 ,796986 
2016.07.14,1790 ,565893 
2016.07.15,1815 ,358155 
2016.07.18,1845 ,353753 
2016.07.19,1820 ,223336 
2016.07.20,1815 ,387520 
2016.07.21,1830 ,293885 
2016.07.22,1790 ,363391 
2016.07.25,1810 ,236046 
2016.07.26,1820 ,1863518 
2016.07.27,1785 ,366638 
2016.07.28,1795 ,354802 
2016.07.29,1755 ,309091 
2016.08.01,1765 ,203947 
2016.08.02,1775 ,393174 
2016.08.03,1750 ,350213 
2016.08.04,1705 ,354724 
2016.08.05,1700 ,321837 
2016.08.08,1720 ,215488 
2016.08.09,1720 ,1265825 
2016.08.10,1720 ,444788 
2016.08.11,1685 ,353515 
2016.08.12,1690 ,248461 
2016.08.16,1670 ,454534 
2016.08.17,1605 ,649877 
2016.08.18,1650 ,672124 
2016.08.19,1650 ,217291 
2016.08.22,1640 ,498937 
2016.08.23,1620 ,477442 
2016.08.24,1630 ,231042 
2016.08.25,1630 ,227554 
2016.08.26,1625 ,117658 
2016.08.29,1585 ,177612 
2016.08.30,1595 ,202737 
2016.08.31,1595 ,211016 
2016.09.01,1575 ,250106 
2016.09.02,1640 ,378361 
2016.09.05,1635 ,114076 
2016.09.06,1595 ,189414 
2016.09.07,1595 ,195591 
2016.09.08,1565 ,376527 
2016.09.09,1535 ,194821 
2016.09.12,1470 ,272181 
2016.09.13,1500 ,10603551 
2016.09.19,1475 ,1425857 
2016.09.20,1625 ,28302299 
2016.09.21,1750 ,40134185 
2016.09.22,1615 ,6733650 
2016.09.23,1595 ,3329269 
2016.09.26,1575 ,1607402 
2016.09.27,1575 ,1258823 
2016.09.28,1565 ,817783 
2016.09.29,1570 ,798615 
2016.09.30,1585 ,1087704 
2016.10.04,1595 ,713968 
2016.10.05,1565 ,616226 
2016.10.06,1550 ,666303 
2016.10.07,1575 ,470641 
2016.10.10,1595 ,409988 
2016.10.11,1565 ,961227 
2016.10.12,1535 ,733294 
2016.10.13,1550 ,564759 
2016.10.14,1535 ,228972 
2016.10.17,1520 ,200093 
2016.10.18,1535 ,342710 
2016.10.19,1525 ,182777 
2016.10.20,1540 ,714818 
2016.10.21,1570 ,1430444 
2016.10.24,1640 ,1539907 
2016.10.25,1605 ,908385 
2016.10.26,1630 ,6039151 
2016.10.27,1615 ,901352 
2016.10.28,1570 ,681299 
2016.10.31,1525 ,738335 
2016.11.01,1520 ,602903 
2016.11.02,1470 ,615636 
2016.11.03,1480 ,276179 
2016.11.04,1490 ,324702 
2016.11.07,1575 ,1055433 
2016.11.08,1570 ,527918 
2016.11.09,1400 ,1580789 
2016.11.10,1430 ,818144 
2016.11.11,1430 ,365427 
2016.11.14,1445 ,298707 
2016.11.15,1420 ,271685 
2016.11.16,1405 ,477837 
2016.11.17,1385 ,496833 
2016.11.18,1315 ,906260 
2016.11.21,1270 ,507570 
2016.11.22,1280 ,557965 
2016.11.23,1230 ,394345 
2016.11.24,1185 ,534722 
2016.11.25,1225 ,276119 
2016.11.28,1215 ,131128 
2016.11.29,1180 ,392302 
2016.11.30,1200 ,300290 
2016.12.01,1255 ,4568961 
2016.12.02,1325 ,1827027 
2016.12.05,1315 ,1370717 
2016.12.06,1330 ,580426 
2016.12.07,1260 ,812910 
2016.12.08,1210 ,577890 
2016.12.09,1225 ,360905 
2016.12.12,1230 ,347383 
2016.12.13,1280 ,564510 
2016.12.14,1260 ,241320 
2016.12.15,1275 ,343769 
2016.12.16,1305 ,3947859 
2016.12.19,1300 ,636930 
2016.12.20,1300 ,590048 
2016.12.21,1310 ,469343 
2016.12.22,1330 ,1059207 
2016.12.23,1430 ,15662536 
2016.12.26,1370 ,1307110 
2016.12.27,1365 ,984658 
2016.12.28,1390 ,622569 
2016.12.29,1420 ,558404 
2017.01.02,1470 ,1561668 
2017.01.03,1430 ,573844 
2017.01.04,1445 ,284276 
2017.01.05,1455 ,597460 
2017.01.06,1425 ,249743 
2017.01.09,1435 ,290312 
2017.01.10,1420 ,292733 
2017.01.11,1455 ,411654 
2017.01.12,1440 ,445364 
2017.01.13,1415 ,280509 
2017.01.16,1395 ,455577 
2017.01.17,1370 ,332452 
2017.01.18,1375 ,118409 
2017.01.19,1370 ,238887 
2017.01.20,1330 ,551173 
2017.01.23,1290 ,424201 
2017.01.24,1285 ,133913 
2017.01.25,1285 ,202780 
2017.01.26,1285 ,184887 
2017.01.31,1290 ,241570 
2017.02.01,1300 ,250577 
2017.02.02,1275 ,255225 
2017.02.03,1285 ,174231 
2017.02.06,1290 ,335436 
2017.02.07,1350 ,4167510 
2017.02.08,1385 ,944919 
2017.02.09,1380 ,582305 
2017.02.10,1355 ,574019 
2017.02.13,1365 ,319502 
2017.02.14,1380 ,214601 
2017.02.15,1355 ,304233 
2017.02.16,1370 ,543263 
2017.02.17,1415 ,660789 
2017.02.20,1410 ,228539 
2017.02.21,1410 ,273904 
2017.02.22,1430 ,649136 
2017.02.23,1440 ,438500 
2017.02.24,1440 ,251613 
2017.02.27,1440 ,191869 
2017.02.28,1400 ,333662 
2017.03.02,1405 ,233117 
2017.03.03,1365 ,428737 
2017.03.06,1385 ,181851 
2017.03.07,1425 ,799050 
2017.03.08,1415 ,223149 
2017.03.09,1400 ,197835 
2017.03.10,1385 ,378543 
2017.03.13,1410 ,310002 
2017.03.14,1435 ,4330227 
2017.03.15,1520 ,2953281 
2017.03.16,1545 ,1821856 
2017.03.17,1560 ,743320 
2017.03.20,1540 ,451284 
